,EventID,Start_Time,End_Time,Year,Month,Facility_Code,Participant_Code,Status,Outage_Reason,Energy_Lost_MW,Description_Of_Outage,Outage_Duration_In_Days,Risk_Classification
2170,2171,21/02/17 0:00,21/02/17 0:00,2017,2,AURICON_PNJ_U1,AURICON,Cancelled By Market Participant,Forced,89.1,MBA TS81 line trip WWF curtailed,0,High Risk
2171,2172,20/02/17 11:30,20/02/17 11:30,2017,2,AURICON_PNJ_U1,AURICON,Cancelled By Market Participant,Forced,89.1,MBA TS81 line trip WWF curtailed,0,High Risk
2172,2173,20/02/17 11:00,20/02/17 11:00,2017,2,AURICON_PNJ_U1,AURICON,Cancelled By Market Participant,Forced,89.1,MBA TS81 line trip WWF curtailed,0,High Risk
2173,2174,20/02/17 10:30,20/02/17 10:30,2017,2,AURICON_PNJ_U1,AURICON,Cancelled By Market Participant,Forced,89.1,MBA TS81 line trip WWF curtailed,0,High Risk
2174,2175,20/02/17 10:00,20/02/17 10:00,2017,2,AURICON_PNJ_U1,AURICON,Cancelled By Market Participant,Forced,89.1,MBA TS81 line trip WWF curtailed,0,High Risk
2175,2176,20/02/17 9:30,20/02/17 9:30,2017,2,AURICON_PNJ_U1,AURICON,Cancelled By Market Participant,Forced,89.1,MBA TS81 line trip WWF curtailed,0,High Risk
2176,2177,20/02/17 9:00,20/02/17 9:00,2017,2,AURICON_PNJ_U1,AURICON,Cancelled By Market Participant,Forced,84.4,MBA TS81 line trip WWF curtailed,0,High Risk
2177,2178,20/02/17 8:30,20/02/17 8:30,2017,2,AURICON_PNJ_U1,AURICON,Cancelled By Market Participant,Forced,85.1,MBA TS81 line trip WWF curtailed,0,High Risk
2178,2179,20/02/17 8:00,20/02/17 8:00,2017,2,AURICON_PNJ_U1,AURICON,Cancelled By Market Participant,Forced,85.6,MBA TS81 line trip WWF curtailed,0,High Risk
2179,2180,20/02/17 7:30,20/02/17 7:30,2017,2,AURICON_PNJ_U1,AURICON,Cancelled By Market Participant,Forced,85.1,MBA TS81 line trip WWF curtailed,0,High Risk
2180,2181,20/02/17 7:00,20/02/17 7:00,2017,2,AURICON_PNJ_U1,AURICON,Cancelled By Market Participant,Forced,86.1,MBA TS81 line trip WWF curtailed,0,High Risk
2181,2182,20/02/17 6:30,20/02/17 6:30,2017,2,AURICON_PNJ_U1,AURICON,Cancelled By Market Participant,Forced,88.8,MBA TS81 line trip WWF curtailed,0,High Risk
2182,2183,20/02/17 6:00,20/02/17 6:00,2017,2,AURICON_PNJ_U1,AURICON,Cancelled By Market Participant,Forced,89.1,MBA TS81 line trip WWF curtailed,0,High Risk
2183,2184,20/02/17 5:30,20/02/17 5:30,2017,2,AURICON_PNJ_U1,AURICON,Cancelled By Market Participant,Forced,89.1,MBA TS81 line trip WWF curtailed,0,High Risk
2184,2185,20/02/17 5:00,20/02/17 5:00,2017,2,AURICON_PNJ_U1,AURICON,Cancelled By Market Participant,Forced,88.9,MBA TS81 line trip WWF curtailed,0,High Risk
2185,2186,20/02/17 4:30,20/02/17 4:30,2017,2,AURICON_PNJ_U1,AURICON,Cancelled By Market Participant,Forced,86.3,MBA TS81 line trip WWF curtailed,0,High Risk
2186,2187,20/02/17 4:00,20/02/17 4:00,2017,2,AURICON_PNJ_U1,AURICON,Cancelled By Market Participant,Forced,84.3,MBA TS81 line trip WWF curtailed,0,High Risk
2187,2188,20/02/17 3:30,20/02/17 3:30,2017,2,AURICON_PNJ_U1,AURICON,Cancelled By Market Participant,Forced,86.1,MBA TS81 line trip WWF curtailed,0,High Risk
2188,2189,20/02/17 3:00,20/02/17 3:00,2017,2,AURICON_PNJ_U1,AURICON,Cancelled By Market Participant,Forced,88.3,MBA TS81 line trip WWF curtailed,0,High Risk
2189,2190,20/02/17 2:30,20/02/17 2:30,2017,2,AURICON_PNJ_U1,AURICON,Cancelled By Market Participant,Forced,88.9,MBA TS81 line trip WWF curtailed,0,High Risk
2190,2191,20/02/17 2:00,20/02/17 2:00,2017,2,AURICON_PNJ_U1,AURICON,Cancelled By Market Participant,Forced,87,MBA TS81 line trip WWF curtailed,0,High Risk
2191,2192,20/02/17 1:30,20/02/17 1:30,2017,2,AURICON_PNJ_U1,AURICON,Cancelled By Market Participant,Forced,83.5,MBA TS81 line trip WWF curtailed,0,High Risk
2192,2193,20/02/17 1:00,20/02/17 1:00,2017,2,AURICON_PNJ_U1,AURICON,Cancelled By Market Participant,Forced,83.6,MBA TS81 line trip WWF curtailed,0,High Risk
2193,2194,20/02/17 12:30,20/02/17 12:30,2017,2,AURICON_PNJ_U1,AURICON,Cancelled By Market Participant,Forced,85.8,MBA TS81 line trip WWF curtailed,0,High Risk
2194,2195,20/02/17 12:00,20/02/17 12:00,2017,2,AURICON_PNJ_U1,AURICON,Cancelled By Market Participant,Forced,87.9,MBA TS81 line trip WWF curtailed,0,High Risk
2195,2196,19/02/17 23:30,19/02/17 23:30,2017,2,AURICON_PNJ_U1,AURICON,Cancelled By Market Participant,Forced,87.6,MBA TS81 line trip WWF curtailed,0,High Risk
2196,2197,19/02/17 23:00,19/02/17 23:00,2017,2,AURICON_PNJ_U1,AURICON,Cancelled By Market Participant,Forced,89.1,MBA TS81 line trip WWF curtailed,0,High Risk
2197,2198,19/02/17 22:30,19/02/17 22:30,2017,2,AURICON_PNJ_U1,AURICON,Cancelled By Market Participant,Forced,89.1,MBA TS81 line trip WWF curtailed,0,High Risk
2198,2199,19/02/17 22:00,19/02/17 22:00,2017,2,AURICON_PNJ_U1,AURICON,Cancelled By Market Participant,Forced,89.1,MBA TS81 line trip WWF curtailed,0,High Risk
2199,2200,19/02/17 21:30,19/02/17 21:30,2017,2,AURICON_PNJ_U1,AURICON,Cancelled By Market Participant,Forced,89.1,MBA TS81 line trip WWF curtailed,0,High Risk
2200,2201,19/02/17 21:00,19/02/17 21:00,2017,2,AURICON_PNJ_U1,AURICON,Cancelled By Market Participant,Forced,89.1,MBA TS81 line trip WWF curtailed,0,High Risk
2201,2202,19/02/17 20:30,19/02/17 20:30,2017,2,AURICON_PNJ_U1,AURICON,Cancelled By Market Participant,Forced,89,MBA TS81 line trip WWF curtailed,0,High Risk
2202,2203,19/02/17 20:00,19/02/17 20:00,2017,2,AURICON_PNJ_U1,AURICON,Cancelled By Market Participant,Forced,88.2,MBA TS81 line trip WWF curtailed,0,High Risk
2203,2204,19/02/17 19:30,19/02/17 19:30,2017,2,AURICON_PNJ_U1,AURICON,Cancelled By Market Participant,Forced,89.1,MBA TS81 line trip WWF curtailed,0,High Risk
2204,2205,19/02/17 19:00,19/02/17 19:00,2017,2,AURICON_PNJ_U1,AURICON,Cancelled By Market Participant,Forced,89.1,MBA TS81 line trip WWF curtailed,0,High Risk
2205,2206,19/02/17 18:30,19/02/17 18:30,2017,2,AURICON_PNJ_U1,AURICON,Cancelled By Market Participant,Forced,89.1,MBA TS81 line trip WWF curtailed,0,High Risk
2206,2207,19/02/17 18:00,19/02/17 18:00,2017,2,AURICON_PNJ_U1,AURICON,Cancelled By Market Participant,Forced,89.1,MBA TS81 line trip WWF curtailed,0,High Risk
2207,2208,19/02/17 17:30,19/02/17 17:30,2017,2,AURICON_PNJ_U1,AURICON,Cancelled By Market Participant,Forced,89.1,MBA TS81 line trip WWF curtailed,0,High Risk
2208,2209,19/02/17 17:00,19/02/17 17:00,2017,2,AURICON_PNJ_U1,AURICON,Cancelled By Market Participant,Forced,89.1,MBA TS81 line trip WWF curtailed,0,High Risk
2209,2210,19/02/17 16:30,19/02/17 16:30,2017,2,AURICON_PNJ_U1,AURICON,Cancelled By Market Participant,Forced,89.1,MBA TS81 line trip WWF curtailed,0,High Risk
2210,2211,19/02/17 16:00,19/02/17 16:00,2017,2,AURICON_PNJ_U1,AURICON,Cancelled By Market Participant,Forced,89.1,MBA TS81 line trip WWF curtailed,0,High Risk
2211,2212,19/02/17 15:30,19/02/17 15:30,2017,2,AURICON_PNJ_U1,AURICON,Cancelled By Market Participant,Forced,89.1,MBA TS81 line trip WWF curtailed,0,High Risk
2212,2213,19/02/17 15:00,19/02/17 15:00,2017,2,AURICON_PNJ_U1,AURICON,Cancelled By Market Participant,Forced,89.1,MBA TS81 line trip WWF curtailed,0,High Risk
2213,2214,19/02/17 14:30,19/02/17 14:30,2017,2,AURICON_PNJ_U1,AURICON,Cancelled By Market Participant,Forced,89.1,MBA TS81 line trip WWF curtailed,0,High Risk
2214,2215,19/02/17 14:00,19/02/17 14:00,2017,2,AURICON_PNJ_U1,AURICON,Cancelled By Market Participant,Forced,89.1,MBA TS81 line trip WWF curtailed,0,High Risk
2215,2216,19/02/17 13:30,19/02/17 13:30,2017,2,AURICON_PNJ_U1,AURICON,Cancelled By Market Participant,Forced,89.1,MBA TS81 line trip WWF curtailed,0,High Risk
2216,2217,19/02/17 13:00,19/02/17 13:00,2017,2,AURICON_PNJ_U1,AURICON,Cancelled By Market Participant,Forced,89.1,MBA TS81 line trip WWF curtailed,0,High Risk
2217,2218,20/02/17 0:30,20/02/17 0:30,2017,2,AURICON_PNJ_U1,AURICON,Cancelled By Market Participant,Forced,89.1,MBA TS81 line trip WWF curtailed,0,High Risk
2218,2219,20/02/17 0:00,20/02/17 0:00,2017,2,AURICON_PNJ_U1,AURICON,Cancelled By Market Participant,Forced,89.1,MBA TS81 line trip WWF curtailed,0,High Risk
2219,2220,19/02/17 11:30,19/02/17 11:30,2017,2,AURICON_PNJ_U1,AURICON,Cancelled By Market Participant,Forced,89.1,MBA TS81 line trip WWF curtailed,0,High Risk
2220,2221,19/02/17 11:00,19/02/17 11:00,2017,2,AURICON_PNJ_U1,AURICON,Cancelled By Market Participant,Forced,89.1,MBA TS81 line trip WWF curtailed,0,High Risk
2221,2222,19/02/17 10:30,19/02/17 10:30,2017,2,AURICON_PNJ_U1,AURICON,Cancelled By Market Participant,Forced,89.1,MBA TS81 line trip WWF curtailed,0,High Risk
2222,2223,19/02/17 10:00,19/02/17 10:00,2017,2,AURICON_PNJ_U1,AURICON,Cancelled By Market Participant,Forced,89.1,MBA TS81 line trip WWF curtailed,0,High Risk
2223,2224,19/02/17 9:30,19/02/17 9:30,2017,2,AURICON_PNJ_U1,AURICON,Cancelled By Market Participant,Forced,89.1,MBA TS81 line trip WWF curtailed,0,High Risk
2224,2225,19/02/17 9:00,19/02/17 9:00,2017,2,AURICON_PNJ_U1,AURICON,Cancelled By Market Participant,Forced,89.1,MBA TS81 line trip WWF curtailed,0,High Risk
2225,2226,19/02/17 8:30,19/02/17 8:30,2017,2,AURICON_PNJ_U1,AURICON,Cancelled By Market Participant,Forced,89.1,MBA TS81 line trip WWF curtailed,0,High Risk
2226,2227,19/02/17 8:00,19/02/17 8:00,2017,2,AURICON_PNJ_U1,AURICON,Cancelled By Market Participant,Forced,89.1,MBA TS81 line trip WWF curtailed,0,High Risk
2227,2228,19/02/17 7:30,19/02/17 7:30,2017,2,AURICON_PNJ_U1,AURICON,Cancelled By Market Participant,Forced,89.1,MBA TS81 line trip WWF curtailed,0,High Risk
2228,2229,19/02/17 7:00,19/02/17 7:00,2017,2,AURICON_PNJ_U1,AURICON,Cancelled By Market Participant,Forced,89.1,MBA TS81 line trip WWF curtailed,0,High Risk
2229,2230,19/02/17 6:30,19/02/17 6:30,2017,2,AURICON_PNJ_U1,AURICON,Cancelled By Market Participant,Forced,89.1,MBA TS81 line trip WWF curtailed,0,High Risk
2230,2231,19/02/17 6:00,19/02/17 6:00,2017,2,AURICON_PNJ_U1,AURICON,Cancelled By Market Participant,Forced,89.1,MBA TS81 line trip WWF curtailed,0,High Risk
2231,2232,19/02/17 5:30,19/02/17 5:30,2017,2,AURICON_PNJ_U1,AURICON,Cancelled By Market Participant,Forced,89.1,MBA TS81 line trip WWF curtailed,0,High Risk
2232,2233,19/02/17 5:00,19/02/17 5:00,2017,2,AURICON_PNJ_U1,AURICON,Cancelled By Market Participant,Forced,89.1,MBA TS81 line trip WWF curtailed,0,High Risk
2233,2234,19/02/17 4:30,19/02/17 4:30,2017,2,AURICON_PNJ_U1,AURICON,Cancelled By Market Participant,Forced,88,MBA TS81 line trip WWF curtailed,0,High Risk
2234,2235,19/02/17 4:00,19/02/17 4:00,2017,2,AURICON_PNJ_U1,AURICON,Cancelled By Market Participant,Forced,84.6,MBA TS81 line trip WWF curtailed,0,High Risk
2235,2236,19/02/17 3:30,19/02/17 3:30,2017,2,AURICON_PNJ_U1,AURICON,Cancelled By Market Participant,Forced,87.4,MBA TS81 line trip WWF curtailed,0,High Risk
2236,2237,19/02/17 3:00,19/02/17 3:00,2017,2,AURICON_PNJ_U1,AURICON,Cancelled By Market Participant,Forced,89.1,MBA TS81 line trip WWF curtailed,0,High Risk
2237,2238,19/02/17 2:30,19/02/17 2:30,2017,2,AURICON_PNJ_U1,AURICON,Cancelled By Market Participant,Forced,86.4,MBA TS81 line trip WWF curtailed,0,High Risk
2238,2239,19/02/17 2:00,19/02/17 2:00,2017,2,AURICON_PNJ_U1,AURICON,Cancelled By Market Participant,Forced,87.6,MBA TS81 line trip WWF curtailed,0,High Risk
2239,2240,19/02/17 1:30,19/02/17 1:30,2017,2,AURICON_PNJ_U1,AURICON,Cancelled By Market Participant,Forced,85.3,MBA TS81 line trip WWF curtailed,0,High Risk
2240,2241,19/02/17 1:00,19/02/17 1:00,2017,2,AURICON_PNJ_U1,AURICON,Cancelled By Market Participant,Forced,89.1,MBA TS81 line trip WWF curtailed,0,High Risk
2241,2242,19/02/17 12:30,19/02/17 12:30,2017,2,AURICON_PNJ_U1,AURICON,Cancelled By Market Participant,Forced,89.1,MBA TS81 line trip WWF curtailed,0,High Risk
2242,2243,19/02/17 12:00,19/02/17 12:00,2017,2,AURICON_PNJ_U1,AURICON,Cancelled By Market Participant,Forced,88,MBA TS81 line trip WWF curtailed,0,High Risk
2243,2244,18/02/17 23:30,18/02/17 23:30,2017,2,AURICON_PNJ_U1,AURICON,Cancelled By Market Participant,Forced,89.1,MBA TS81 line trip WWF curtailed,0,High Risk
2244,2245,18/02/17 23:00,18/02/17 23:00,2017,2,AURICON_PNJ_U1,AURICON,Cancelled By Market Participant,Forced,89.1,MBA TS81 line trip WWF curtailed,0,High Risk
2245,2246,18/02/17 22:30,18/02/17 22:30,2017,2,AURICON_PNJ_U1,AURICON,Cancelled By Market Participant,Forced,89.1,MBA TS81 line trip WWF curtailed,0,High Risk
2246,2247,18/02/17 22:00,18/02/17 22:00,2017,2,AURICON_PNJ_U1,AURICON,Cancelled By Market Participant,Forced,89.1,MBA TS81 line trip WWF curtailed,0,High Risk
2247,2248,18/02/17 21:30,18/02/17 21:30,2017,2,AURICON_PNJ_U1,AURICON,Cancelled By Market Participant,Forced,89.1,MBA TS81 line trip WWF curtailed,0,High Risk
2248,2249,18/02/17 21:00,18/02/17 21:00,2017,2,AURICON_PNJ_U1,AURICON,Cancelled By Market Participant,Forced,89.1,MBA TS81 line trip WWF curtailed,0,High Risk
2249,2250,18/02/17 20:30,18/02/17 20:30,2017,2,AURICON_PNJ_U1,AURICON,Cancelled By Market Participant,Forced,89.1,MBA TS81 line trip WWF curtailed,0,High Risk
2250,2251,18/02/17 20:00,18/02/17 20:00,2017,2,AURICON_PNJ_U1,AURICON,Cancelled By Market Participant,Forced,79.7,MBA TS81 line trip WWF curtailed,0,High Risk
2251,2252,18/02/17 19:30,18/02/17 19:30,2017,2,AURICON_PNJ_U1,AURICON,Cancelled By Market Participant,Forced,88.7,MBA TS81 line trip WWF curtailed,0,High Risk
2252,2253,18/02/17 19:00,18/02/17 19:00,2017,2,AURICON_PNJ_U1,AURICON,Cancelled By Market Participant,Forced,88.8,MBA TS81 line trip WWF curtailed,0,High Risk
2253,2254,18/02/17 18:30,18/02/17 18:30,2017,2,AURICON_PNJ_U1,AURICON,Cancelled By Market Participant,Forced,89.1,MBA TS81 line trip WWF curtailed,0,High Risk
2254,2255,18/02/17 18:00,18/02/17 18:00,2017,2,AURICON_PNJ_U1,AURICON,Cancelled By Market Participant,Forced,89.1,MBA TS81 line trip WWF curtailed,0,High Risk
2255,2256,18/02/17 17:30,18/02/17 17:30,2017,2,AURICON_PNJ_U1,AURICON,Cancelled By Market Participant,Forced,84.7,MBA TS81 line trip WWF curtailed,0,High Risk
2256,2257,18/02/17 17:00,18/02/17 17:00,2017,2,AURICON_PNJ_U1,AURICON,Cancelled By Market Participant,Forced,81.7,MBA TS81 line trip WWF curtailed,0,High Risk
2257,2258,23/02/17 10:00,23/02/17 10:30,2017,2,BW1_GREENWATERS_G2,GW,Approved,Forced,42,Baghouse Fans electrical trip,0.020833333,High Risk
2258,2259,20/02/17 8:00,23/02/17 7:30,2017,2,BW1_GREENWATERS_G2,GW,Approved,Forced,217,Operational Issues caused real time forced outage.,2.979166667,High Risk
2259,2260,28/07/17 22:00,11/07/17 15:00,2017,7,MELK_G7,MELK,Approved,Scheduled (Planned),343.238,Planned unit outage for rotary air heater wash and minor repairs,17.29166667,N/A
2260,2261,13/02/17 10:00,13/02/17 10:00,2017,2,AURICON_PNJ_U1,AURICON,Approved,Forced,33.421,Delayed RTS of the unit from blade wash,0,High Risk
2261,2262,13/02/17 9:30,13/02/17 9:30,2017,2,AURICON_PNJ_U1,AURICON,Approved,Forced,75.938,Delayed RTS of the unit from blade wash,0,High Risk
2262,2263,21/02/17 9:30,21/02/17 15:30,2017,2,COLLGAR_WF1,COLLGAR,Approved,Opportunistic Maintenance (Planned),243.956,ODOM,0.25,N/A
2263,2264,03/03/17 21:00,06/03/17 8:00,2017,3,MELK_G7,MELK,Cancelled By Market Participant,Scheduled (Planned),211,Weekend Outage,2.458333333,N/A
2264,2265,23/02/17 8:30,23/02/17 15:00,2017,2,PERTHENERGY_KORL_GT1,PUG,Approved,Opportunistic Maintenance (Planned),116,BOP HMI software upgrade,0.270833333,N/A
2265,2266,21/02/17 17:00,22/02/17 7:30,2017,2,MELK_G7,MELK,Approved,Opportunistic Maintenance (Planned),15,Load Reduction,0.604166667,N/A
2266,2267,22/02/17 8:00,01/02/17 7:30,2017,2,MELK_G7,MELK,Approved,Scheduled (Planned),15,Load Reduction,21.02083333,N/A
2267,2268,20/02/17 6:00,20/02/17 8:00,2017,2,TESLA_PICTON_G1,TSLA_MGT,Approved,Consequential,9.9,Enable signal was removed due to feeder trip caused by a large Western Power customer. Site cannot operate without enable signal. Will request conversion to consequential.,0.083333333,N/A
2268,2269,16/02/17 8:00,20/02/17 7:30,2017,2,BW1_GREENWATERS_G2,GW,Approved,Forced,217,Operational Issues caused real time forced outage.,3.979166667,High Risk
2269,2270,18/02/17 17:30,18/02/17 17:30,2017,2,AUXC_WGP,AUXC,Approved,Forced,12.29,"power steam imbalance
",0,High Risk
2270,2271,18/02/17 17:00,18/02/17 17:00,2017,2,AUXC_WGP,AUXC,Approved,Forced,12.61,"power steam imbalance
",0,High Risk
2271,2272,18/02/17 16:30,18/02/17 16:30,2017,2,AUXC_WGP,AUXC,Approved,Forced,12.48,"power steam imbalance
",0,High Risk
2272,2273,18/02/17 16:00,18/02/17 16:00,2017,2,AUXC_WGP,AUXC,Approved,Forced,12.21,"power steam imbalance
",0,High Risk
2273,2274,18/02/17 15:30,18/02/17 15:30,2017,2,AUXC_WGP,AUXC,Approved,Forced,12.33,"power steam imbalance
",0,High Risk
2274,2275,17/02/17 17:30,17/02/17 17:30,2017,2,AUXC_WGP,AUXC,Approved,Forced,12.07,"power steam imbalance
",0,High Risk
2275,2276,17/02/17 17:00,17/02/17 17:00,2017,2,AUXC_WGP,AUXC,Approved,Forced,12.69,"power steam imbalance
",0,High Risk
2276,2277,17/02/17 15:30,17/02/17 15:30,2017,2,AUXC_WGP,AUXC,Approved,Forced,12.16,"power steam imbalance
",0,High Risk
2277,2278,18/02/17 0:30,18/02/17 0:30,2017,2,AUXC_WGP,AUXC,Approved,Forced,12.11,power steam imbalance,0,High Risk
2278,2279,15/02/17 13:00,15/02/17 13:30,2017,2,STHRNCRS_EG,STHRNCRS,Approved,Forced,23,"Initial issues starting GT coming back from planned outage, delayed restoration time.",0.020833333,Medium Risk
2279,2280,20/02/17 8:00,21/02/17 17:00,2017,2,MELK_G7,MELK,Approved,Scheduled (Planned),27,Load Reduction,1.375,N/A
2280,2281,20/02/17 8:00,20/02/17 9:00,2017,2,MELK_G7,MELK,Approved,Scheduled (Planned),40,Load Reduction,0.041666667,N/A
2281,2282,21/02/17 18:00,23/02/17 18:00,2017,2,ENRG_KALGOORLIE_GT3,ENRG,Approved,Scheduled (Planned),15,TA3 Waterwash,2,N/A
2282,2283,13/02/17 8:00,16/02/17 7:30,2017,2,BW1_GREENWATERS_G2,GW,Approved,Forced,217,Operational Issues caused real time forced outage.,2.979166667,High Risk
2283,2284,15/02/17 13:00,15/02/17 17:30,2017,2,TIWEST_COG1,TRMOS,Approved,Forced,42.1,Load Gearbox vibration inspection over run.,0.1875,High Risk
2284,2285,05/04/17 7:00,18/04/17 17:00,2017,4,PJRH_GT11,PJRH,Approved,Scheduled (Planned),116,Exh Insp,13.41666667,N/A
2285,2286,14/02/17 11:30,14/02/17 11:30,2017,2,MELK_G7,MELK,Approved,Forced,6.82,Coal feeder swap,0,High Risk
2286,2287,10/02/17 10:30,10/02/17 10:30,2017,2,AUXC_WGP,AUXC,Approved,Forced,12.15,Portal did not update to reflect nomination change,0,High Risk
2287,2288,15/02/17 10:00,16/02/17 0:00,2017,2,BW1_GREENWATERS_G2,GW,Approved,Forced,21,Oil leak,0.583333333,High Risk
2288,2289,16/02/17 0:30,16/02/17 0:30,2017,2,BW1_GREENWATERS_G2,GW,Approved,Forced,11,Startup after shut for oil leak,0,High Risk
2289,2290,08/05/17 6:00,11/05/17 15:00,2017,5,PMC_AG,PMC,Approved,Scheduled (Planned),37.4,G01 OOS For Engine Change,3.375,N/A
2290,2291,14/02/17 7:00,14/02/17 11:30,2017,2,AURICON_PNJ_U1,AURICON,Approved,Forced,14.85,turbine fault,0.1875,High Risk
2291,2292,18/02/17 17:30,01/02/17 7:30,2017,2,MELK_G7,MELK,Approved,Scheduled (Planned),12,Load Derate,17.41666667,N/A
2292,2293,13/02/17 9:30,13/02/17 16:30,2017,2,AURICON_PNJ_U1,AURICON,Approved,Forced,14.85,Collector group outage,0.291666667,High Risk
2293,2294,09/02/17 22:00,10/02/17 6:00,2017,2,PMC_AG,PMC,Approved,Consequential,68,PRK islanded from the grid due to planned Western Power works,0.333333333,N/A
2294,2295,09/02/17 22:00,10/02/17 6:00,2017,2,STHRNCRS_EG,STHRNCRS,Approved,Consequential,23,SCE islanded from the grid due to planned Western Power works,0.333333333,N/A
2295,2296,13/02/17 23:30,13/02/17 23:30,2017,2,AUXC_WGP,AUXC,Approved,Forced,13.33,TA1 governor control issues,0,High Risk
2296,2297,13/02/17 23:00,13/02/17 23:00,2017,2,AUXC_WGP,AUXC,Approved,Forced,13.91,TA1 governor control issues,0,High Risk
2297,2298,13/02/17 22:30,13/02/17 22:30,2017,2,AUXC_WGP,AUXC,Approved,Forced,15.01,TA 1 governor control upset,0,High Risk
2298,2299,24/02/17 21:00,27/02/17 8:00,2017,2,MELK_G7,MELK,Cancelled By Market Participant,Scheduled (Planned),211,Weekend Outage,2.458333333,N/A
2299,2300,12/02/17 22:30,15/02/17 0:30,2017,2,TESLA_PICTON_G1,TSLA_MGT,Approved,Consequential,9.9,Outage due to Western Power network issues. Enable signal was removed and Western Power could not restore it due to comms issues experienced over the Telstra network in Northam. Will request conversion to consequential. ,2.083333333,N/A
2300,2301,08/02/17 11:30,08/02/17 14:30,2017,2,GRASMERE_WF1,EUCT,Approved,Consequential,21.6,Conseq. Outage,0.125,N/A
2301,2302,08/02/17 11:30,08/02/17 14:30,2017,2,GRASMERE_WF1,EUCT,Approved,Consequential,13.8,Conseq. Outage,0.125,N/A
2302,2303,08/02/17 11:00,08/02/17 11:00,2017,2,GRASMERE_WF1,EUCT,Approved,Consequential,6.9,Conseq. Outage,0,N/A
2303,2304,08/02/17 11:00,08/02/17 11:00,2017,2,GRASMERE_WF1,EUCT,Approved,Consequential,10.8,Conseq. Outage,0,N/A
2304,2305,12/02/17 19:00,13/02/17 16:30,2017,2,PJRH_GT11,PJRH,Approved,Forced,38.293,FO,0.895833333,High Risk
2305,2306,14/05/17 7:00,02/05/17 16:30,2017,5,KORL_GT3,KORL,Approved,Scheduled (Planned),100.1,BI+COMP+IC,11.60416667,N/A
2306,2307,24/04/17 7:00,19/04/17 17:00,2017,4,KORL_GT3,KORL,Approved,Scheduled (Planned),100.1,BI+HSE+IC+UT,4.583333333,N/A
2307,2308,13/02/17 0:00,13/02/17 0:00,2017,2,PJRH_GT11,PJRH,Approved,Forced,84,FO,0,High Risk
2308,2309,11/02/17 21:30,11/02/17 21:30,2017,2,PJRH_GT11,PJRH,Approved,Forced,127,FO,0,High Risk
2309,2310,10/02/17 21:30,10/02/17 21:30,2017,2,PJRH_GT11,PJRH,Approved,Forced,42,FO,0,High Risk
2310,2311,08/02/17 21:30,09/02/17 8:30,2017,2,KORL_GT3,KORL,Approved,Forced,50,Partial FO,0.458333333,High Risk
2311,2312,08/02/17 20:00,08/02/17 21:00,2017,2,KORL_GT3,KORL,Approved,Forced,25,Partial FO,0.041666667,High Risk
2312,2313,14/02/17 9:30,14/02/17 10:00,2017,2,TESLA_PICTON_G1,TSLA_MGT,Approved,Consequential,9.9,Enable signal was removed while Western Power performed some network switching. Site cannot operate without enable signal. Will request conversion to consequential.,0.020833333,N/A
2313,2314,15/02/17 8:00,16/02/17 7:30,2017,2,MELK_G7,MELK,Approved,Opportunistic Maintenance (Planned),27,Load Reduction,0.979166667,N/A
2314,2315,16/02/17 8:00,18/02/17 17:00,2017,2,MELK_G7,MELK,Approved,Scheduled (Planned),27,Load Reduction,2.375,N/A
2315,2316,12/02/17 18:30,12/02/17 19:30,2017,2,TIWEST_COG1,TRMOS,Approved,Forced,20,GT Experiencing high vibration when load exceeds 20 MW. Currently under investigation.,0.041666667,High Risk
2316,2317,02/02/17 7:00,02/02/17 7:00,2017,2,MELK_G7,MELK,Approved,Forced,156,Pro-rata forced outage: Unit trip during turbine valve testing,0,High Risk
2317,2318,02/02/17 6:00,02/02/17 6:30,2017,2,MELK_G7,MELK,Approved,Forced,180,Forced outage: Unit trip during turbine valve testing,0.020833333,High Risk
2318,2319,02/02/17 5:30,02/02/17 5:30,2017,2,MELK_G7,MELK,Approved,Forced,156,Pro-rata forced outage: Unit trip during turbine valve testing,0,High Risk
2319,2320,13/02/17 0:00,13/02/17 0:30,2017,2,ENRG_KALGOORLIE_GT3,ENRG,Approved,Forced,9.9,Fire alarm (false alarm) caused the site to go offline and enable signal was removed.,0.020833333,Low Risk
2320,2321,10/02/17 8:00,13/02/17 7:30,2017,2,BW1_GREENWATERS_G2,GW,Approved,Forced,217,Operational Issues caused real time forced outage.,2.979166667,High Risk
2321,2322,05/02/17 17:30,05/02/17 17:30,2017,2,BW1_GREENWATERS_G2,GW,Approved,Forced,35.202,Operational Issues caused real time forced outage.,0,High Risk
2322,2323,05/02/17 17:00,05/02/17 17:00,2017,2,BW1_GREENWATERS_G2,GW,Approved,Forced,30.621,Operational Issues caused real time forced outage.,0,High Risk
2323,2324,06/02/17 23:30,06/02/17 23:30,2017,2,PJRH_GT11,PJRH,Approved,Forced,64,FO,0,High Risk
2324,2325,02/02/17 16:00,04/02/17 10:30,2017,2,PJRH_GT11,PJRH,Approved,Forced,116,FO,1.770833333,High Risk
2325,2326,03/02/17 9:30,03/02/17 13:00,2017,2,KORL_GT3,KORL,Approved,Forced,100.1,FO,0.145833333,High Risk
2326,2327,10/02/17 6:00,10/02/17 20:30,2017,2,TIWEST_COG1,TRMOS,Approved,Forced,42.1,Ingress of water into generation control and protection electrical equipment.,0.604166667,High Risk
